genus,plant_growth_form,dispersal_appendage,dispersal_syndrome,seed_dry_mass
Glycocystis,shrub,NA,NA,NA
Agiortia,shrub,NA,NA,NA
Almaleea,subshrub,none,zoochory,1.5006
Anopterus,tree,wings,NA,6.8368
Aotus,shrub,none,zoochory,2.8022886912280702
Aristotelia,shrub,none,zoochory,6.9592
Astrotricha,shrub,NA,hydrochory,5.377122222222222
Bauera,shrub,elaiosome,zoochory,0.36582411085271316
Chloanthes,tree,NA,zoochory,NA
Cryptandra,subshrub,elaiosome,zoochory,0.5925089826086957
Harmogia,shrub,NA,anemochory,0.0808
Homoranthus,shrub,NA,anemochory,2.9868
Kardomia,shrub,NA,anemochory,0.15208596666666666
Lasiopetalum,shrub,elaiosome,zoochory,1.878526865359477
Lespedeza,subshrub,NA,epizoochory,1.218
Lissanthe,shrub,none,zoochory,42.506
Macrozamia,tree,NA,zoochory,5980.738862727273
Micromyrtus,shrub,NA,anemochory,41.48382857142857
Mirbelia,subshrub,NA,myrmecochory,3.026814814814815
Monotoca,tree,none,zoochory,4.578677777777778
Phyllota,shrub,none,myrmecochory,2.0011393047058825
Platysace,subshrub,elaiosome,zoochory,0.67811
Polyosma,tree,NA,zoochory,34.99
Prostanthera,tree,NA,zoochory,0.6073026585034014
Pseudanthus,subshrub,NA,zoochory,9.0284
Sphaerolobium,subshrub,none,myrmecochory,1.6995333333333333
Spyridium,tree,NA,zoochory,1.099226110638298
Styphelia,shrub,none,zoochory,60.333175000000004
Sauropus,subshrub,NA,zoochory,15.164333333333333
Tetratheca,subshrub,elaiosome,zoochory,1321.1978797875
Xanthosia,tree,elaiosome,zoochory,1.1883266894736841
Spiraeanthemum,tree,NA,NA,NA
Aponogeton,herb,NA,epizoochory,NA
Artanema,herb shrub,NA,NA,0.0656
Barongia,tree,NA,NA,NA
Berrya,tree,NA,NA,NA
Shonia,shrub tree,NA,NA,NA
Bischofia,tree,NA,zoochory,11.986666666666666
Bobea,tree,NA,NA,NA
Brownlowia,tree,NA,NA,NA
Cajanus,shrub,NA,myrmecochory,19.84113942727273
Callerya,climber_woody,none,barochory,2435.041322
Camptostemon,tree,NA,hydrochory,NA
Donella,tree,NA,NA,NA
Cleidion,tree,NA,NA,NA
Codiaeum,tree,fleshy_reward,NA,NA
Androcalva,tree,NA,epizoochory,2.652406704166667
Eschenbachia,shrub,NA,NA,NA
Crispiloba,shrub,NA,NA,NA
Cuttsia,tree,NA,NA,0.02696
Cyrtandra,shrub,NA,NA,0.0085
Davidsonia,tree,NA,zoochory,415.42857143333333
Deplanchea,tree,NA,NA,NA
Dimorphocalyx,tree,NA,NA,NA
Everistia,tree,NA,NA,NA
Firmiana,tree,NA,NA,NA
Floscopa,herb,NA,NA,0.88544
Fontainea,tree,NA,zoochory,895
Franciscodendron,tree,NA,anemochory,136.33333333333334
Gaultheria,shrub,none,endozoochory,0.048227775
Karrabina,tree,wing_or_plume,NA,0.32
Hanslia,shrub,NA,NA,NA
Harnieria,shrub subshrub,NA,NA,NA
Helichrysum,subshrub,pappus,epizoochory,0.35687142857142856
Eumachia,tree,NA,zoochory,27.797066666666666
Howittia,shrub,NA,zoochory,3.6304248333333335
Hylandia,tree,NA,NA,NA
Lenbrassia,shrub,NA,NA,0.1004
Leucas,herb,NA,NA,NA
Lindsayomyrtus,tree,NA,NA,NA
Mackinlaya,shrub,NA,NA,39.84952
Microstachys,shrub,NA,myrmecochory,13.1
Mitrantia,tree,NA,NA,NA
Neofabricia,tree,NA,NA,7.5050444333333335
Neolamarckia,tree,NA,NA,40
Amorphospermum,tree,NA,NA,NA
Nypa,tree,NA,hydrochory,NA
Olea,tree,NA,endozoochory,130.56990000000002
Ormosia,tree,NA,NA,NA
Parinari,tree,NA,zoochory,1828.4899999999998
Pimelodendron,tree,NA,NA,NA
Plumbago,shrub,NA,NA,8.640266666666665
Van-royena,tree,NA,NA,5200
Pullea,tree,NA,NA,6
Rinorea,tree,NA,NA,NA
Sambucus,shrub tree,none,endozoochory,3.5411200000000003
Scyphiphora,tree,NA,hydrochory,NA
Sphaerantia,tree,NA,NA,NA
Stockwellia,tree,NA,NA,NA
Suregada,tree,NA,NA,NA
Suriana,shrub,NA,NA,11.7767
Syncarpia,tree,NA,barochory,1.2427933333333334
Ternstroemia,tree,fleshy_reward,NA,570
Thryptomene,tree,NA,anemochory,2.2705928571428573
Trichospermum,tree,wing_or_plume,endozoochory,0.72
Vesselowskya,tree,NA,NA,0.053733333333333334
Waltheria,shrub,NA,barochory,1.8535466666666667
Welchiodendron,tree,NA,NA,NA
Whyanbeelia,tree,NA,NA,NA
Anemocarpa,herb subshrub,NA,NA,0.39168000000000003
Cullen,subshrub,none,hydrochory,5.767593103448276
Erodium,herb,NA,zoochory,4.362460444444444
Actinobole,herb,NA,epizoochory,0.07310900000000001
Erymophyllum,herb,NA,NA,0.651284
Fimbristylis,tussock,NA,epizoochory,0.32913881481481483
Walwhalleya,tussock,NA,epizoochory,0.5009
Waitzia,herb,NA,anemochory,0.5258916
Caustis,tussock,none,zoochory,12.560425
Cyathochaeta,tussock,NA,epizoochory,9.19559
Entolasia,tussock,none,epizoochory,1.39462
Eutaxia,shrub,none,zoochory,2.99165
Halgania,subshrub,NA,epizoochory,4.689733333333334
Hyalosperma,herb,pappus,anemochory,0.2724895
Imperata,tussock,none,anemochory,0.20045271666666667
Isoetopsis,herb,none,barochory,0.6609675
Micrantheum,subshrub,elaiosome,zoochory,3.4133999999999998
Duma,shrub,NA,endozoochory,3.384595
Omphalolappula,herb,NA,epizoochory,1.4960666666666667
Panicum,tussock,none,hydrochory,0.69956
Pomax,subshrub,NA,epizoochory,1.2093857142857143
Rutidosis,shrub,NA,zoochory,0.8065080689655172
Woollsia,shrub,NA,barochory,0.1587895238095238
Aphanopetalum,shrub,none,zoochory,4.0584
Andersonia,shrub,NA,NA,0.11404375
Beaufortia,shrub,NA,zoochory,0.5686008695652174
Calothamnus,shrub tree,NA,NA,0.6390189953488372
Chamelaucium,shrub,NA,NA,25.648933333333332
Darwinia,shrub,NA,zoochory,6.2416019333333335
Eremaea,shrub tree,NA,NA,2.3148145454545452
Hypocalymma,shrub,NA,NA,0.8682593636363637
Lysinema,shrub,NA,NA,0.18
Microcorys,subshrub,NA,NA,2.5254999999999996
Regelia,shrub tree,NA,NA,2.644148
Taxandria,tree,NA,NA,0.25136444444444445
Wilsonia,subshrub,NA,epizoochory,4.413133333333334
Chrysopogon,tussock,none,zoochory,2.06125
Dichanthium,tussock,none,epizoochory,0.9994415384615385
Iseilema,tussock,none,epizoochory,1.1862
Cenchrus,tussock,none,epizoochory,2.00494
Sorghum,tussock,none,zoochory,5.64032
Austromyrtus,tree,NA,zoochory,2.419008
Euryomyrtus,shrub,elaiosome,zoochory,0.46375
Brunoniella,herb,NA,barochory,9.3696
Crassula,subshrub,NA,undefined,0.028917353125
Oxytes,shrub,NA,zoochory,3.5508
Hemigenia,subshrub,elaiosome,myrmecochory,1.0385348578947369
Ficinia,herb,none,zoochory,0.17176
Lagenophora,herb,none,zoochory,0.5065
Monotaxis,subshrub,NA,zoochory,1.7526666666666666
Ptilothrix,tussock,NA,zoochory,1.6448
Samolus,herb,NA,epizoochory,0.033275
Scutellaria,herb,NA,zoochory,0.6678
Spinifex,tussock,tumbleweed,anemochory,13.85
Tristania,tree,NA,anemochory hydrochory,0.06036
Viminaria,shrub tree,none,zoochory,6.7134285714285715
Nablonium,herb,spines,NA,NA
Anodopetalum,tree,none,NA,NA
Apalochlamys,herb,pappus,anemochory,NA
Archeria,shrub,none,NA,0.0312
Argentipallium,herb,pappus,epizoochory,0.17653
Baumea,tussock,none,hydrochory,1.7132
Bolboschoenus,tussock,none,endozoochory,4.27852
Allittia,tussock,wings,zoochory,0.36893333333333334
Calocephalus,subshrub,pappus,epizoochory,0.13299733333333333
Leptecophylla,shrub,none,endozoochory,20.335733333333334
Cyathodes,tree,none,NA,60.0495
Hackelia,herb,hooks,epizoochory,1.77909765
Donatia,shrub,none,NA,0.116
Geum,herb,hooks,zoochory,1.9894380741935485
Gnaphalium,herb,pappus,barochory,0.025490225000000002
Gymnoschoenus,tussock,none,barochory,2.0279499999999997
Leucophyta,shrub,pappus,anemochory,0.15026666666666666
Androstoma,shrub,none,NA,NA
Millotia,herb,pappus,anemochory,0.18260933333333335
Myosotis,herb,none,epizoochory,0.3183
Nertera,herb,none,endozoochory,1.10952
Odixia,shrub,none,NA,0.8500000000000001
Pentachondra,shrub,none,endozoochory,1.02899428
Planocarpa,shrub,none,NA,NA
Prionotes,climber_woody shrub,none,NA,NA
Pseudopanax,shrub,none,NA,NA
Pterygopappus,herb,none,NA,0.076
Siloxerus,herb,pappus,anemochory,0.1065019
Schoenoplectus,herb,none,endozoochory,1.4237266666666666
Tetracarpaea,shrub,none,NA,0.0073333
Tetraria,tussock,none,epizoochory,7.76
Bothriochloa,tussock,none,zoochory,1.0484018181818182
Urochloa,tussock,none,barochory,1.9301142857142857
Helipterum,herb,NA,epizoochory,1.2805
Paractaenum,tussock,NA,anemochory,2.0507
Thyridolepis,tussock,none,epizoochory,1.6075
Centotheca,tussock,none,zoochory,NA
Lophatherum,tussock,none,zoochory,2.63
Saccharum,tussock,none,anemochory,0.4494666666666667
Schizachyrium,tussock,none,hydrochory,1.7417
Tephrosia,subshrub,NA,barochory,8.872788235294118
Fieldia,herb,NA,endozoochory,0.026
Pavonia,shrub,NA,NA,NA
Wittsteinia,shrub,NA,endozoochory,1.0784
Scholtzia,shrub tree,NA,NA,1.7295266666666667
Chthonocephalus,herb,NA,zoochory,0.16304125
Eriochloa,tussock,none,epizoochory,1.28452
Malva,shrub,NA,zoochory,7.971044444444445
Stuartina,herb,NA,epizoochory,0.085
Trigonella,herb,NA,epizoochory,4.067033333333334
Alloteropsis,tussock,none,epizoochory,1.5236969714285715
Alysicarpus,shrub,NA,barochory,3.1167
Austrodolichos,herb,NA,barochory,22.5
Bulbostylis,tussock,none,epizoochory,0.08131111111111111
Dunbaria,herb,NA,myrmecochory,22.4
Eriosema,shrub,NA,myrmecochory,10.8
Flemingia,subshrub,NA,barochory,13.77257145
Knoxia,herb,NA,barochory,1.93
Murdannia,herb,NA,barochory,3.141
Setaria,tussock,none,epizoochory,2.340216
Thaumastochloa,tussock,none,myrmecochory,2.29927535
Uraria,herb shrub,NA,barochory,4.54164
Whiteochloa,tussock,none,barochory,NA
Yakirra,tussock,none,barochory,5.7
Asterotrichion,tree,NA,NA,4.66
Hysterobaeckea,shrub,NA,NA,0.802
Sannantha,shrub tree,NA,anemochory,0.07441553333333334
Cressa,subshrub,NA,zoochory,NA
Glycyrrhiza,subshrub,NA,epizoochory,7.397733333333333
Gynatrix,shrub tree,NA,zoochory,2.948933333333333
Hemichroa,subshrub,NA,zoochory,NA
Ixodia,shrub subshrub,NA,zoochory,0.2172
Kippistia,shrub,NA,anemochory,0.0512
Lawrencia,subshrub,NA,zoochory,1.35463
Stonesiella,shrub,NA,NA,1.4372
Thomasia,shrub,NA,anemochory,1.796373225
Cyrtococcum,tussock,none,barochory,0.37886000000000003
Lygodium,herb,NA,anemochory,0.001
Haplopteris,fern,NA,anemochory,0.001
Abildgaardia,tussock,none,NA,NA
Cladium,tussock,none,hydrochory,2.170572
Ancistrachne,tussock,none,epizoochory,NA
Arthragrostis,tussock,none,anemochory,NA
Arthraxon,tussock,none,anemochory,0.3522
Arundinella,tussock,none,epizoochory,0.37293333333333334
Calyptochloa,tussock,none,epizoochory,NA
Cleistochloa,tussock,none,epizoochory,NA
Coelachne,tussock,none,anemochory,NA
Coix,tussock,none,anemochory,NA
Echinochloa,tussock,none,epizoochory,1.2117333333333333
Elionurus,tussock,none,anemochory,NA
Eremochloa,tussock,none,epizoochory,NA
Garnotia,tussock,none,anemochory,NA
Holcolemma,tussock,none,anemochory,NA
Hymenachne,tussock,none,anemochory,NA
Hyparrhenia,tussock,none,epizoochory,0.415
Ichnanthus,tussock,none,anemochory,0.1868
Isachne,tussock,none,epizoochory,0.59784
Microstegium,tussock,none,anemochory,0.064
Ophiuros,tussock,none,anemochory,NA
Ottochloa,tussock,none,anemochory,0.4438
Paraneurachne,tussock,none,anemochory,3.353733333333333
Pogonatherum,tussock,none,anemochory,0.084
Sacciolepis,tussock,none,epizoochory,0.17173333333333335
Stenotaphrum,tussock,none,anemochory,NA
Thuarea,tussock,none,anemochory,NA
Uranthoecium,tussock,none,anemochory,1.9634
Xerochloa,tussock,none,anemochory,NA
Levenhookia,herb,NA,epizoochory,0.024479777777777777
Montia,tussock,NA,undefined,0.4703
Acanthocladium,shrub,NA,NA,0.3856
Stigmatodactylus,herb,NA,NA,NA
Acomis,herb,NA,NA,0.415
Acrophyllum,shrub,NA,NA,0.0552
Aeschynomene,shrub,NA,barochory,7.171787692307692
Alchemilla,herb,NA,epizoochory,0.4476
Alexfloydia,herb,NA,NA,NA
Aphanes,herb,NA,epizoochory,14.3993
Austrobryonia,herb tussock,NA,endozoochory,NA
Bacopa,herb,NA,NA,0.02356
Bulbophyllum,herb,NA,anemochory,NA
Burmannia,herb,NA,NA,0.006
Calomeria,herb,NA,zoochory,0.0896
Camptacra,shrub,NA,anemochory,0.7716
Centranthera,herb,NA,NA,0.03072
Ceratogyne,herb,NA,epizoochory,1.1114166666666667
Ceratophyllum,herb,NA,epizoochory,NA
Ceratopteris,herb,NA,NA,0.0038023
Liparis,herb,NA,NA,NA
Desmodiopsis,herb,NA,zoochory,NA
Dichromochlamys,herb,NA,NA,0.40624
Dicrastylis,subshrub,NA,zoochory,3.301493333333333
Duperreya,herb,NA,anemochory epizoochory hydrochory,NA
Durringtonia,herb,NA,NA,NA
Elachanthus,herb,NA,epizoochory,0.2867
Elacholoma,herb,NA,epizoochory,0.0464
Eriochlamys,herb,NA,epizoochory,0.298184
Erodiophyllum,herb,NA,barochory,1245.0595
Euphrasia,subshrub,NA,barochory,0.26852157272727273
Exocarya,herb,NA,NA,NA
Gilesia,subshrub,NA,NA,NA
Glossostigma,herb,NA,epizoochory,0.015519999999999999
Homopholis,herb,NA,anemochory,1.0495999999999999
Isotropis,subshrub,NA,NA,9.24872
Kalanchoe,subshrub,NA,NA,NA
Lemooria,herb,NA,epizoochory,0.1164
Lepironia,herb,NA,NA,2.856
Leptostigma,herb,NA,endozoochory,0.8288
Limonium,herb,NA,hydrochory,1.174
Lindernia,herb,NA,NA,0.034448
Liparophyllum,herb,NA,NA,0.6178666666666667
Lycopodiella,lycophyte,NA,anemochory,0.001
Mazus,herb,NA,epizoochory,0.0456
Mimulus,herb,NA,epizoochory,0.013146666666666668
Muelleranthus,herb subshrub,NA,zoochory,3.054
Ochrosperma,shrub,NA,NA,0.328
Ornduffia,herb,NA,hydrochory myrmecochory,NA
Orobanche,herb,NA,endozoochory,0.007688325
Paenula,shrub,NA,NA,NA
Pedleya,shrub,NA,NA,NA
Peplidium,herb,NA,NA,0.073176
Phormium,herb,NA,NA,3.0721
Plagiobothrys,herb,NA,epizoochory,0.4408
Pleurolobus,herb subshrub,NA,NA,NA
Podotheca,herb,NA,anemochory,0.5472660714285714
Potentilla,herb,NA,zoochory,NA
Pullenia,herb,NA,epizoochory,NA
Rhynchospora,herb,NA,epizoochory,1.6253033333333333
Rinzia,shrub subshrub,NA,NA,NA
Schoenia,herb,NA,epizoochory,4.9481909
Schoenoplectiella,tussock,NA,endozoochory,0.8751800000000001
Scirpus,tussock,NA,epizoochory,0.1384
Sparganium,herb,NA,epizoochory,7.2805369
Striga,herb,NA,NA,0.00636
Synaptantha,herb,NA,anemochory,0.01146
Telmatoblechnum,fern,NA,NA,NA
Thyridia,herb,NA,NA,NA
Torenia,herb,NA,NA,NA
Trichanthodium,herb,NA,zoochory,0.13444
Triplarina,shrub,NA,NA,0.37990993333333334
Vitis,climber_woody,NA,NA,NA
Zygochloa,tussock,NA,epizoochory,1.089
Aciphylla,herb,NA,zoochory,4.513145238095238
Diplaspis,herb,NA,anemochory,0.9863909090909091
Lycopodium,lycophyte,NA,anemochory,NA
Oschatzia,herb,NA,zoochory,1.32925
Papillilabium,herb,NA,anemochory,NA
Psilotum,lycophyte,NA,anemochory,NA
Byblis,shrub subshrub,NA,NA,0.06802
Christia,herb,NA,NA,NA
Cyclocarpa,herb,NA,NA,0.548
Aphyllodium,shrub,NA,NA,NA
Dubouzetia,shrub,NA,NA,NA
Gomphrena,herb,NA,epizoochory,0.89943667
Notoleptopus,shrub,NA,NA,1.5488
Leptosema,shrub subshrub,NA,NA,3.40096
Omegandra,herb,NA,NA,NA
Pycnospora,shrub,NA,NA,NA
Smithia,shrub,NA,NA,0.3774
Actinoschoenus,herb,NA,NA,NA
Actinoscirpus,herb,NA,NA,NA
Aluta,shrub,NA,NA,2.91
Anacampseros,herb,NA,zoochory,0.1237
Aniseia,herb,NA,NA,39.4152
Basilicum,herb,NA,NA,0.080352
Bonnaya,herb,NA,NA,NA
Calycopeplus,tree,NA,NA,5.559900000000001
Coldenia,herb,NA,NA,4.345
Crosslandia,herb,NA,NA,NA
Decaschistia,subshrub,NA,NA,17.8616034
Dicarpidium,shrub,NA,NA,NA
Dopatrium,herb,NA,NA,NA
Herissantia,herb,NA,NA,2.548702222222222
Hildegardia,tree,NA,NA,319.7777778
Homalocalyx,subshrub,NA,NA,1.9158
Hullsia,herb,NA,NA,0.7768
Hygrochloa,herb,NA,NA,NA
Hygrophila,herb,NA,NA,NA
Kohautia,herb,NA,NA,NA
Limnophila,herb,NA,NA,0.0235294
Mapania,herb,NA,NA,NA
Microcarpaea,herb,NA,NA,NA
Nelsonia,herb,NA,NA,NA
Nelumbo,herb,NA,NA,NA
Newcastelia,subshrub,NA,NA,5.008733333333334
Pentapetes,herb,NA,NA,3.8068
Phyllodium,shrub,NA,NA,5.1178
Platyzoma,herb,NA,NA,NA
Pogostemon,herb,NA,NA,NA
Rhamphicarpa,herb,NA,NA,0.016
Salomonia,herb,NA,NA,NA
Sedopsis,herb,NA,NA,NA
Staurogyne,herb,NA,NA,NA
Surreya,subshrub,NA,NA,NA
Thoracostachyum,herb,NA,NA,NA
Utania,tree,NA,NA,NA
Uvedalia,herb,NA,NA,NA
Dichosciadium,herb,NA,NA,5.6727125
Azorella,herb,NA,zoochory,5.412
Asteridea,shrub,NA,epizoochory,0.2738648
Berula,herb,NA,epizoochory,0.558048
Blennospora,herb,NA,anemochory,0.4513358571428571
Callistachys,tree,NA,zoochory,2.9762
Haegiela,herb,NA,zoochory,0.03288
Lilaeopsis,herb,NA,hydrochory,NA
Oenanthe,herb,NA,NA,NA
Phylloglossum,tussock,NA,anemochory,0.001
Quinetia,herb,NA,epizoochory,0.509375
Saxipoa,tussock,NA,epizoochory,NA
Spirodela,herb,NA,epizoochory,NA
Wolffia,herb,NA,epizoochory,NA
Chamaeraphis,herb,NA,NA,NA
Oxymyrrhine,shrub,NA,NA,NA
Astartea,subshrub,NA,NA,0.7406907692307693
Achnophora,herb,NA,NA,0.2526
Basedowia,herb,NA,NA,NA
Cephalipterum,herb,NA,NA,2.506685
Chondropyxis,herb,NA,NA,0.2392
Dimorphocoma,herb,NA,NA,NA
Embadium,herb,NA,NA,0.976
Haeckeria,shrub,NA,anemochory,0.11580000000000001
Gratwickia,herb,NA,NA,0.0456
Ixiolaena,herb,NA,anemochory,0.35
Neosciadium,herb,NA,NA,NA
Plagiocarpus,shrub,NA,NA,NA
Actinodium,shrub,NA,NA,NA
Adenosma,herb,NA,NA,NA
Aenictophyton,shrub,NA,epizoochory,2.8028
Althaea,herb,NA,NA,NA
Apluda,herb,NA,NA,0.6236
Argyroglottis,shrub,NA,NA,NA
Cyathostemon,shrub,NA,NA,0.65504
Anticoryne,shrub,NA,NA,NA
Balaustion,shrub,NA,NA,0.2
Bellida,herb,NA,NA,1.474574
Cephalosorus,herb,NA,NA,NA
Cephalotus,herb,NA,NA,0.1356
Chlaenosciadium,herb,NA,NA,NA
Chrysitrix,herb,NA,NA,NA
Clausospicula,herb,NA,NA,NA
Schistotylus,herb,NA,NA,NA
Coleanthera,shrub,NA,NA,NA
Conostephium,shrub,NA,NA,46.4952
Conothamnus,shrub,NA,NA,NA
Corynanthera,shrub,NA,NA,0.8132
Cosmelia,shrub,NA,NA,NA
Cyanostegia,shrub,NA,NA,5.5889
Cyperochloa,herb,NA,NA,NA
Dallwatsonia,herb,NA,NA,NA
Decazesia,herb,NA,NA,0.2132
Dicladanthera,herb subshrub,NA,NA,NA
Dithyrostegia,herb,NA,NA,NA
Emblingia,shrub,NA,NA,NA
Epitriche,herb,NA,NA,0.1888
Eremosyne,herb,NA,NA,NA
Erichsenia,shrub,NA,NA,NA
Euchilopsis,shrub,NA,NA,NA
Evandra,herb,NA,NA,9.9517467
Forstera,herb,NA,NA,0.0932
Gilruthia,herb,NA,NA,0.064615
Guichenotia,shrub,NA,NA,1.60510551
Hemiandra,shrub,NA,NA,2.0659
Hemiphora,shrub,NA,NA,NA
Homalosciadium,herb,NA,NA,0.31
Homalospermum,tree,NA,NA,1.0344
Huxleya,herb,NA,NA,NA
Hyalochlamys,herb,NA,NA,NA
Hydnophytum,shrub,NA,NA,NA
Hydrolea,herb,NA,NA,0.0066406
Isoglossa,herb,NA,NA,0.9845588
Lachnostachys,shrub,NA,NA,1.5981999999999998
Lamarchea,shrub,NA,NA,1.3600666666666665
Lamprolobium,shrub,NA,NA,38.5912
Latrobea,shrub,NA,NA,1.88055
Lawrencella,herb,NA,NA,3.7521804285714286
Yamazakia,herb,NA,NA,NA
Lysicarpus,tree,NA,NA,0.5168
Lysiosepalum,shrub,NA,NA,1.3139666666666667
Malleostemon,shrub,NA,NA,1.4589333333333334
Muellerolimon,herb,NA,NA,NA
Myrmecodia,shrub,NA,NA,NA
Needhamiella,shrub,NA,NA,NA
Nomismia,herb,NA,NA,NA
Nyssanthes,herb,NA,zoochory,0.7204
Ocimum,herb,NA,NA,NA
Oligarrhena,shrub,NA,NA,NA
Ourisia,herb,NA,NA,0.1149
Pentapeltis,herb,NA,NA,3.18
Pericalymma,shrub,NA,NA,0.2644
Phyllachne,herb,NA,NA,0.0481884
Phymatocarpus,shrub,NA,NA,0.113
Physopsis,shrub,NA,NA,NA
Pileanthus,shrub,NA,NA,11.91742
Pithocarpa,shrub,NA,NA,NA
Platostoma,herb,NA,NA,NA
Platytheca,shrub,NA,NA,5.5067
Pseudochaetochloa,herb,NA,NA,NA
Ptychosema,herb,NA,NA,NA
Quinqueremulus,herb,NA,NA,NA
Reedia,herb,NA,NA,NA
Rothia,herb,NA,NA,0.716
Rumicastrum,herb,NA,NA,NA
Schoenolaena,herb,NA,NA,NA
Scirpodendron,herb,NA,NA,NA
Spartochloa,herb,NA,NA,1.1488
Spathia,herb,NA,NA,1.7512
Sphenotoma,shrub,NA,NA,0.04948333333333333
Spiculaea,herb,NA,NA,NA
Stachystemon,shrub,NA,NA,13.5135
Stylobasium,shrub,NA,NA,119.5262
Tadehagi,shrub,NA,NA,NA
Thelepogon,herb,NA,NA,NA
Thiseltonia,herb,NA,NA,NA
Townsonia,herb,NA,NA,NA
Trachystylis,herb,NA,NA,1.2628
Tremandra,shrub,NA,NA,NA
Urodon,shrub,NA,NA,3.4568000000000003
Walteranthus,shrub,NA,NA,NA
Xerothamnella,shrub,NA,NA,NA
Babingtonia,shrub,NA,anemochory,0.12956666666666666
Pterochaeta,herb,NA,NA,0.17980000000000002
Astus,shrub,NA,NA,NA
Ericomyrtus,shrub,NA,NA,NA
Brachyscias,herb,NA,NA,NA
Brachysola,shrub,NA,NA,NA
Balladonia,herb,NA,NA,NA
Cheyniana,shrub,NA,NA,NA
Croninia,shrub,NA,NA,NA
Dielitzia,herb,NA,NA,NA
Enekbatus,shrub,NA,NA,NA
Feldstonia,herb,NA,NA,NA
Fitzwillia,herb,NA,NA,NA
Gilberta,herb,NA,NA,0.47121999999999997
Haptotrichion,herb,NA,NA,1.3032
Iotasperma,herb,NA,NA,NA
Paragonis,shrub,NA,NA,NA
Pembertonia,climber_woody shrub,NA,NA,0.5542333333333334
Rhetinocarpha,herb,NA,NA,NA
Seorsus,shrub,NA,NA,0.366
Sondottia,herb,NA,NA,2.7164
Taplinia,herb,NA,NA,NA
Tetrapora,shrub,NA,NA,NA
Thinicola,shrub,NA,NA,NA
Tietkensia,herb,NA,NA,NA
Ampelopteris,fern herb,NA,NA,NA
Cristonia,shrub,NA,NA,NA
Dielsiodoxa,shrub,NA,NA,NA
Pilbara,shrub,NA,NA,NA
Dasymalla,shrub,NA,NA,5.29622
Quoya,shrub,NA,NA,4.5856
Thedachloa,graminoid herb,NA,NA,0.036
Aeginetia,herb,NA,NA,NA
Anisotome,herb,NA,NA,1.655
Anoectochilus,herb,NA,NA,NA
Athroisma,herb,NA,NA,NA
Callipteris,fern,NA,NA,NA
Codariocalyx,herb,NA,NA,NA
Cremnothamnus,shrub,NA,NA,NA
Cymaria,shrub,NA,NA,NA
Deparia,fern,NA,anemochory,NA
Diplacrum,graminoid,NA,NA,NA
Enicostema,herb,NA,NA,NA
Geosiris,herb,NA,NA,NA
Gnetum,tree,NA,NA,NA
Hoppea,herb,NA,NA,NA
Kelita,herb,NA,NA,NA
Montitega,subshrub,NA,NA,NA
Muniria,shrub,NA,NA,14.0167286
Notisia,herb,NA,NA,NA
Paragoodia,herb,NA,NA,NA
Paramapania,graminoid,NA,NA,NA
Pholidota,herb,NA,NA,NA
Pleurophyllum,herb,NA,NA,NA
Poikilogyne,shrub,NA,NA,NA
Polhillides,shrub,NA,NA,NA
Pringlea,herb subshrub,NA,NA,2.0975
Rhinerrhizopsis,herb,NA,NA,NA
Selliguea,fern,NA,NA,NA
Serjania,climber_woody,NA,NA,NA
Stenostegia,shrub,NA,NA,NA
Sylvipoa,graminoid,NA,NA,NA
Tapheocarpa,herb,NA,NA,NA
Tetramolopium,subshrub,NA,NA,NA
Websteria,graminoid,NA,NA,NA
