genus,prop_endemic,species_number,nz,nc,ng,wcvp,indo2,prop_aus,n,ala,rowsums,current_knowledge
Reedia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,FALSE,0,endemic
Regelia,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,635,FALSE,0,endemic
Rhadinothamnus,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,229,FALSE,0,endemic
Rhagodia,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998610918183081,35995,FALSE,0,endemic
Rhaphidospora,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,0.9727272727272728,110,TRUE,3,non-endemic
Rhaponticum,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.9954462659380692,1098,FALSE,2,non-endemic
Rhetinocarpha,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,30,FALSE,0,endemic
Rhinerrhiza,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9744897959183674,196,TRUE,1,unclear
Rhinerrhizopsis,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,15,TRUE,2,non-endemic
Rhipidorchis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.6521739130434783,46,TRUE,1,unclear
Rhizanthella,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,83,FALSE,0,endemic
Rhodanthe,1,45,FALSE,FALSE,FALSE,TRUE,FALSE,0.9998262078554049,28770,FALSE,1,unclear
Rhododendron,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,0.15706806282722513,2865,TRUE,4,non-endemic
Rhodosphaera,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9983633387888707,611,FALSE,0,endemic
Rhytidosporum,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,5742,FALSE,0,endemic
Richea,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,0.999838865613922,6206,FALSE,0,endemic
Ricinocarpos,1,28,FALSE,FALSE,FALSE,FALSE,FALSE,1,7496,FALSE,0,endemic
Rimacola,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,140,FALSE,0,endemic
Rinzia,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,1,2364,FALSE,0,endemic
Ristantia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,176,FALSE,0,endemic
Rockinghamia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,268,FALSE,0,endemic
Roebuckiella,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,866,FALSE,0,endemic
Roepera,1,31,FALSE,FALSE,TRUE,TRUE,FALSE,0.9998131050723283,26753,FALSE,2,non-endemic
Romnalda,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.9565217391304348,138,TRUE,3,non-endemic
Rourea,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.7757009345794392,107,TRUE,4,non-endemic
Roycea,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,142,FALSE,0,endemic
Rumicastrum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,11,FALSE,1,unclear
Rutidosis,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4842,FALSE,0,endemic
Ryparosa,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5242290748898678,227,TRUE,3,non-endemic
Ryticaryum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.5220588235294118,136,TRUE,2,non-endemic
Sagina,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,0.772635814889336,2982,TRUE,4,non-endemic
Samadera,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.956,500,TRUE,3,non-endemic
Sambucus,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.9719101123595506,5696,TRUE,5,non-endemic
Sankowskya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,FALSE,0,endemic
Sannantha,1,12,FALSE,TRUE,FALSE,TRUE,FALSE,0.9863760217983651,2936,TRUE,3,non-endemic
Sarcopteryx,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.9811587376354216,2123,TRUE,3,non-endemic
Sarcotoechia,1,6,FALSE,FALSE,FALSE,TRUE,TRUE,0.9747191011235955,356,TRUE,3,non-endemic
Sarcozona,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,846,FALSE,0,endemic
Saurauia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.12200208550573514,959,TRUE,3,non-endemic
Saxipoa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,351,FALSE,0,endemic
Scambopus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,FALSE,0,endemic
Schenkia,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,0.9928032899246059,2918,FALSE,2,non-endemic
Schistocarpaea,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,103,FALSE,0,endemic
Schistotylus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,FALSE,0,endemic
Schizacme,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.9230769230769231,754,TRUE,3,non-endemic
Schizomeria,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.8797961630695443,3336,TRUE,3,non-endemic
Schoenia,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.9995921696574225,2452,FALSE,0,endemic
Schoenolaena,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,211,FALSE,0,endemic
Scholtzia,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,1,2029,FALSE,0,endemic
Scleroblitum,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1553,FALSE,0,endemic
Scleroglossum,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.6078431372549019,102,TRUE,4,non-endemic
Scolopia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9632931305715784,1907,TRUE,4,non-endemic
Scutellaria,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.9679673849737915,3434,TRUE,5,non-endemic
Sedopsis,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.99,100,FALSE,0,endemic
Selliera,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9287262872628727,3690,TRUE,1,unclear
Selliguea,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0,501,TRUE,4,non-endemic
Seorsus,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,51,FALSE,1,unclear
Serichonus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,FALSE,0,endemic
Seringia,1,18,FALSE,FALSE,FALSE,TRUE,FALSE,0.998215082552432,4482,FALSE,1,unclear
Serjania,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,5,TRUE,2,non-endemic
Sersalisia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,0.9901558654634947,2438,FALSE,1,unclear
Shonia,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,204,FALSE,0,endemic
Siegfriedia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,82,FALSE,0,endemic
Siloxerus,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2992,FALSE,0,endemic
Siphonodon,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,0.9724220623501199,834,TRUE,3,non-endemic
Sloanea,1,4,FALSE,TRUE,FALSE,TRUE,TRUE,0.9346576058546785,3826,TRUE,4,non-endemic
Solenogyne,1,3,TRUE,FALSE,FALSE,TRUE,FALSE,0.9958760706355081,9457,FALSE,2,non-endemic
Solori,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.970494417862839,1254,TRUE,1,unclear
Sondottia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,59,FALSE,0,endemic
Sowerbaea,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0.9997176736307171,3542,FALSE,0,endemic
Spartochloa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,193,FALSE,0,endemic
Spathia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,FALSE,0,endemic
Sphaerantia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,endemic
Sphaerolobium,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,0.9994610132950054,5566,FALSE,0,endemic
Sphalmium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,137,FALSE,0,endemic
Sphenotoma,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.99712368168744,1043,FALSE,0,endemic
Spiculaea,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,234,FALSE,0,endemic
Spiraeanthemum,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.5666666666666667,180,TRUE,4,non-endemic
Spirogardnera,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,55,FALSE,0,endemic
Sporadanthus,1,6,TRUE,FALSE,FALSE,TRUE,FALSE,0.9152249134948097,2312,TRUE,3,non-endemic
Spyridium,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,1,20027,FALSE,0,endemic
Stachystemon,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,563,FALSE,0,endemic
Stawellia,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,1,54,FALSE,1,unclear
Stenanthemum,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,1,3226,FALSE,0,endemic
Stenanthera,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,9798,FALSE,0,endemic
Stenopetalum,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,1,6505,FALSE,0,endemic
Stenostegia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,FALSE,0,endemic
Stigmatodactylus,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,0.9782608695652174,184,TRUE,3,non-endemic
Stirlingia,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,1630,FALSE,0,endemic
Stockwellia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,133,FALSE,0,endemic
Stonesiella,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,71,FALSE,0,endemic
Storckiella,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.7286821705426356,129,TRUE,3,non-endemic
Strangea,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.998109640831758,529,FALSE,0,endemic
Streptoglossa,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,3375,FALSE,0,endemic
Streptothamnus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,182,FALSE,0,endemic
Stuartina,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,0.9938192119495236,3883,FALSE,1,unclear
Stylobasium,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,842,FALSE,0,endemic
Stypandra,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.9998911268372346,9185,FALSE,0,endemic
Styphelia,1,20,FALSE,TRUE,FALSE,TRUE,TRUE,0.9922124878320122,14382,FALSE,3,non-endemic
Suaeda,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,0.9295662554715479,5026,TRUE,6,non-endemic
Surreya,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,521,FALSE,0,endemic
Swainsona,1,85,FALSE,FALSE,FALSE,TRUE,FALSE,0.9997470275739945,27671,FALSE,1,unclear
Sylvipoa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,284,FALSE,0,endemic
Symonanthus,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,66,FALSE,0,endemic
Symphionema,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,918,FALSE,0,endemic
Synaphea,1,56,FALSE,FALSE,FALSE,FALSE,FALSE,1,4189,FALSE,0,endemic
Synaptantha,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1039,FALSE,0,endemic
Tapeinosperma,1,3,FALSE,TRUE,FALSE,TRUE,TRUE,0.8518518518518519,270,TRUE,4,non-endemic
Tapheocarpa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,FALSE,0,endemic
Taplinia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,38,FALSE,0,endemic
Taraxacum,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,0.9717345090937721,12701,TRUE,5,non-endemic
Taraxis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,134,FALSE,0,endemic
Taxandria,1,11,TRUE,FALSE,FALSE,FALSE,FALSE,0.9840201850294366,2378,TRUE,2,non-endemic
Tecomanthe,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,0.4381443298969072,194,TRUE,3,non-endemic
Telopea,1,5,FALSE,FALSE,TRUE,FALSE,FALSE,0.9965689332501559,6412,FALSE,1,unclear
Templetonia,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,0.9995262908574135,6333,FALSE,0,endemic
Teratophyllum,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.7165354330708661,127,TRUE,4,non-endemic
Tersonia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,234,FALSE,0,endemic
Tetracarpaea,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,380,FALSE,0,endemic
Tetramolopium,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.0625,192,TRUE,3,non-endemic
Tetrapora,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,247,FALSE,0,endemic
Tetrardisia,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,55,FALSE,1,unclear
Tetrarrhena,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,0.9999588562024275,24305,FALSE,0,endemic
Tetrastigma,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.9694599627560522,2685,TRUE,3,non-endemic
Tetratheca,1,53,FALSE,FALSE,FALSE,FALSE,FALSE,0.9999365737119178,47299,FALSE,0,endemic
Thaleropia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.8,75,TRUE,3,non-endemic
Thedachloa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,FALSE,0,endemic
Thelepogon,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.4166666666666667,12,TRUE,3,non-endemic
Thelionema,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,2692,FALSE,0,endemic
Thesium,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9915110356536503,1178,FALSE,3,non-endemic
Thespidium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,94,FALSE,0,endemic
Thinicola,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,FALSE,0,endemic
Thiseltonia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,27,FALSE,0,endemic
Thomasia,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,0.9988758992805755,4448,FALSE,0,endemic
Thoracostachyum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.7536231884057971,69,TRUE,2,non-endemic
Threlkeldia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3622,FALSE,0,endemic
Thryptomene,1,47,FALSE,FALSE,FALSE,FALSE,FALSE,0.9950621799561082,5468,FALSE,0,endemic
Thunbergia,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,0.9158774373259053,1795,TRUE,5,non-endemic
Thynninorchis,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,504,FALSE,0,endemic
Thyridolepis,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,3079,FALSE,0,endemic
Tietkensia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,FALSE,0,endemic
Tiliacora,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.873015873015873,63,TRUE,3,non-endemic
Tinospora,1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.990002940311673,3401,FALSE,4,non-endemic
Townsonia,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0.863013698630137,365,TRUE,3,non-endemic
Trachoma,1,3,FALSE,TRUE,FALSE,TRUE,FALSE,0.6911764705882353,68,TRUE,3,non-endemic
Trachystylis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,169,FALSE,0,endemic
Tragia,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,0.9917695473251029,486,FALSE,2,non-endemic
Tremandra,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,495,FALSE,0,endemic
Tremulina,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,297,FALSE,0,endemic
Trianthema,1,12,FALSE,FALSE,TRUE,TRUE,TRUE,0.9946086261980831,5008,FALSE,3,non-endemic
Tribonanthes,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1139,FALSE,0,endemic
Tribulopis,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1283,FALSE,0,endemic
Trichanthodium,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1215,FALSE,0,endemic
Trichocline,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,384,FALSE,1,unclear
Trichoglottis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.5135135135135135,37,TRUE,3,non-endemic
Trigastrotheca,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,0.910873440285205,561,TRUE,3,non-endemic
Trigonella,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,0.854726368159204,1005,TRUE,3,non-endemic
Trigonostemon,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.5185185185185185,27,TRUE,4,non-endemic
Trihaloragis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,68,FALSE,0,endemic
Trimenia,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,0.8886679920477137,503,TRUE,4,non-endemic
Triodia,1,79,FALSE,FALSE,FALSE,TRUE,FALSE,0.999860743629021,28724,FALSE,1,unclear
Trioncinia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,FALSE,0,endemic
Tripladenia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1368,FALSE,0,endemic
Triplarina,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,812,FALSE,0,endemic
Tripterococcus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,767,FALSE,0,endemic
Triptilodiscus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,6418,FALSE,0,endemic
Tristania,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.974025974025974,385,TRUE,1,unclear
Tristaniopsis,1,3,FALSE,TRUE,FALSE,TRUE,TRUE,0.9638227897078738,5169,TRUE,4,non-endemic
Trithuria,1,10,TRUE,FALSE,FALSE,TRUE,FALSE,0.8865497076023392,855,TRUE,3,non-endemic
Triunia,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1047,FALSE,0,endemic
Trymalium,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,0.9995398067188219,2173,FALSE,0,endemic
Tyrbastes,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,117,FALSE,0,endemic
Ungeria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,FALSE,0,endemic
Uranthoecium,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,145,FALSE,0,endemic
Urodon,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,260,FALSE,0,endemic
Uromyrtus,1,4,FALSE,TRUE,FALSE,TRUE,TRUE,0.9076704545454546,704,TRUE,4,non-endemic
Uvedalia,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,360,FALSE,0,endemic
Vachellia,1,9,FALSE,FALSE,TRUE,TRUE,TRUE,0.9842870237004059,22911,TRUE,4,non-endemic
Van-royena,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,90,FALSE,0,endemic
Ventilago,1,3,FALSE,TRUE,FALSE,TRUE,TRUE,0.9572219426270759,1987,TRUE,4,non-endemic
Verreauxia,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,119,FALSE,0,endemic
Verticordia,1,101,FALSE,FALSE,FALSE,FALSE,FALSE,0.9994345890168916,14149,FALSE,0,endemic
Vesselowskya,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,241,FALSE,0,endemic
Viminaria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.9989851150202977,2956,FALSE,0,endemic
Vitis,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.7,260,TRUE,4,non-endemic
Vittadinia,1,28,TRUE,TRUE,FALSE,TRUE,TRUE,0.9956332790104885,47862,FALSE,4,non-endemic
Waitzia,1,5,FALSE,FALSE,TRUE,TRUE,FALSE,1,3960,FALSE,2,non-endemic
Walteranthus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,0,endemic
Walwhalleya,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5861,FALSE,0,endemic
Websteria,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.8181818181818182,11,TRUE,1,unclear
Wendlandia,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,0.8442622950819673,244,TRUE,3,non-endemic
Westringia,1,31,TRUE,FALSE,FALSE,FALSE,FALSE,0.9980632166098543,12908,FALSE,1,unclear
Whyanbeelia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,64,FALSE,0,endemic
Winifredia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,75,FALSE,0,endemic
Wittsteinia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.9960159362549801,502,FALSE,1,unclear
Wollemia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,22,FALSE,0,endemic
Woollsia,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,3163,FALSE,0,endemic
Wurmbea,1,28,TRUE,FALSE,TRUE,TRUE,FALSE,0.9960182025028441,14064,FALSE,3,non-endemic
Xanthorrhoea,1,28,FALSE,FALSE,FALSE,FALSE,FALSE,0.999939997599904,49998,FALSE,0,endemic
Xanthosia,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,0.9999518999518999,20790,FALSE,0,endemic
Xerochloa,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,1,749,FALSE,2,non-endemic
Xerolirion,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,44,FALSE,0,endemic
Xerothamnella,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,194,FALSE,0,endemic
Xylomelum,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,3374,FALSE,0,endemic
Xylopia,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,0.7514450867052023,346,TRUE,5,non-endemic
Xylosma,1,4,FALSE,TRUE,FALSE,TRUE,TRUE,0.833605220228385,613,TRUE,4,non-endemic
Yakirra,1,6,FALSE,FALSE,FALSE,FALSE,TRUE,0.9991752577319588,2425,FALSE,1,unclear
Zaleya,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0.9936651583710407,1105,FALSE,3,non-endemic
Zealandia,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.9259259259259259,27,TRUE,2,non-endemic
Zeuxine,1,3,FALSE,TRUE,TRUE,TRUE,TRUE,0.875886524822695,282,TRUE,5,non-endemic
Zieria,1,59,FALSE,TRUE,FALSE,TRUE,FALSE,0.9994528792230885,21933,FALSE,2,non-endemic
Zygochloa,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1340,FALSE,0,endemic
