genus,prop_endemic,species_number,nz,nc,ng,indo,wcvp
Nyssanthes,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ochrosperma,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Odixia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Oeceoclades,1,1,FALSE,FALSE,TRUE,FALSE,FALSE
Olearia,1,113,TRUE,FALSE,FALSE,TRUE,TRUE
Oligarrhena,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Omegandra,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Omphacomeria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Omphalolappula,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Opercularia,1,19,FALSE,FALSE,FALSE,TRUE,FALSE
Ophiorrhiza,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Opisthiolepis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Oraniopsis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Oreomyrrhis,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Orianthera,1,13,FALSE,FALSE,FALSE,FALSE,FALSE
Orites,1,6,FALSE,FALSE,FALSE,TRUE,TRUE
Ormosia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Ornduffia,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Orthrosanthus,1,4,FALSE,FALSE,FALSE,TRUE,TRUE
Oschatzia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Osteocarpum,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ostrearia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ourisia,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Owenia,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Oxychloris,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Oxylobium,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Oxymyrrhine,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Ozothamnus,1,51,TRUE,TRUE,FALSE,TRUE,TRUE
Pachycladon,1,1,TRUE,FALSE,FALSE,FALSE,TRUE
Pachymitus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paenula,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Palaquium,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Paphia,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Papillilabium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Papistylus,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pappochroma,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Paraceterach,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paractaenum,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Paragonis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paragoodia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Paraneurachne,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Parantennaria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Parapachygone,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Patersonia,1,18,FALSE,TRUE,FALSE,TRUE,TRUE
Pauridia,1,5,TRUE,FALSE,TRUE,TRUE,TRUE
Pavetta,1,10,FALSE,TRUE,TRUE,TRUE,TRUE
Pecteilis,1,15,FALSE,FALSE,FALSE,TRUE,TRUE
Pedleya,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Pembertonia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pennantia,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Pentaceras,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pentalepis,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Pentapeltis,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pentapogon,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Pentaptilon,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pericalymma,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Peripentadenia,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Peristeranthus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Peristrophe,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Perrottetia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Persoonia,1,101,FALSE,FALSE,FALSE,TRUE,FALSE
Petalostylis,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Petermannia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Petraeomyrtus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Petrophile,1,66,FALSE,FALSE,FALSE,TRUE,FALSE
Phalaenopsis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Phebalium,1,30,FALSE,FALSE,FALSE,TRUE,FALSE
Pheladenia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pherosphaera,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Philotheca,1,53,FALSE,FALSE,FALSE,TRUE,FALSE
Philydrella,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Phlebocarya,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Phlegmatospermum,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Phoringopsis,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
Phyllangium,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Phyllanthera,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Phyllocladus,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Phyllota,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Phymatocarpus,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Physopsis,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Pilbara,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pileanthus,1,8,FALSE,FALSE,FALSE,TRUE,FALSE
Pilostyles,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Pitaviaster,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pithocarpa,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Pityrodia,1,20,FALSE,FALSE,FALSE,TRUE,FALSE
Placospermum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Plagiobothrys,1,4,FALSE,FALSE,FALSE,TRUE,TRUE
Plagiocarpus,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Planocarpa,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Platychorda,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Platylobium,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Platysace,1,23,FALSE,FALSE,FALSE,TRUE,FALSE
Platytheca,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Platyzoma,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Plectorrhiza,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Pleioluma,1,7,FALSE,TRUE,FALSE,TRUE,TRUE
Pleogyne,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pleurocarpaea,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Plexaure,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
Plinthanthesis,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Podolobium,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Podotheca,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Pogonolepis,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Polianthion,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Polyalthia,1,5,FALSE,FALSE,FALSE,TRUE,TRUE
Polycalymma,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Polyosma,1,6,FALSE,TRUE,FALSE,TRUE,TRUE
Polypogon,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Pomax,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pontederia,1,4,FALSE,FALSE,TRUE,TRUE,TRUE
Posidonia,1,8,FALSE,FALSE,FALSE,TRUE,TRUE
Potamophila,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Potentilla,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Praecoxanthus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Prasophyllum,1,124,TRUE,FALSE,FALSE,TRUE,TRUE
Prionotes,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Prostanthera,1,101,FALSE,FALSE,FALSE,TRUE,FALSE
Prumnopitys,1,2,TRUE,TRUE,FALSE,TRUE,TRUE
Psammagrostis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Psammomoya,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Pseudanthus,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Pseudochaetochloa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pseudopanax,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Pseudoweinmannia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pseuduvaria,1,4,FALSE,FALSE,FALSE,TRUE,TRUE
Psychrophila,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Pterochaeta,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pterygopappus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ptilothrix,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ptychosema,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Pullea,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Pycnosorus,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Pyrorchis,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Quinetia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Quinqueremulus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Quintinia,1,4,TRUE,TRUE,FALSE,TRUE,TRUE
Quisqualis,1,1,FALSE,FALSE,TRUE,TRUE,FALSE
Quoya,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Radyera,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Randia,1,3,FALSE,TRUE,TRUE,TRUE,TRUE
Reedia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Regelia,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Rhadinothamnus,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Rhagodia,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Rhaphidospora,1,3,FALSE,FALSE,TRUE,TRUE,TRUE
Rhaponticum,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Rhetinocarpha,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Rhinerrhiza,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Rhinerrhizopsis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Rhipidorchis,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Rhizanthella,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Rhodanthe,1,45,FALSE,FALSE,FALSE,TRUE,TRUE
Rhododendron,1,1,TRUE,FALSE,FALSE,TRUE,TRUE
Rhodosphaera,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Rhytidosporum,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Richea,1,11,FALSE,FALSE,FALSE,TRUE,FALSE
Ricinocarpos,1,28,FALSE,FALSE,FALSE,TRUE,FALSE
Rimacola,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Rinzia,1,18,FALSE,FALSE,FALSE,TRUE,FALSE
Ristantia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Rockinghamia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Roebuckiella,1,9,FALSE,FALSE,FALSE,FALSE,FALSE
Roepera,1,31,FALSE,FALSE,TRUE,FALSE,TRUE
Romnalda,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Rourea,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Roycea,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Rumicastrum,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Rutidosis,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Ryparosa,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Ryticaryum,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Sagina,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Samadera,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Sambucus,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Sankowskya,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Sannantha,1,12,FALSE,TRUE,FALSE,TRUE,TRUE
Sarcopteryx,1,5,FALSE,FALSE,FALSE,TRUE,TRUE
Sarcotoechia,1,6,FALSE,FALSE,FALSE,TRUE,TRUE
Sarcozona,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Saurauia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Saxipoa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Scambopus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Schenkia,1,2,FALSE,TRUE,FALSE,TRUE,TRUE
Schistocarpaea,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Schistotylus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Schizacme,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Schizomeria,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Schoenia,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Schoenolaena,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Scholtzia,1,13,FALSE,FALSE,FALSE,TRUE,FALSE
Scleroblitum,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Scleroglossum,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Scolopia,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Scutellaria,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Sedopsis,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Selliera,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Selliguea,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Seorsus,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Serichonus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Seringia,1,18,FALSE,FALSE,FALSE,TRUE,TRUE
Serjania,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Sersalisia,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Shonia,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Siegfriedia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Siloxerus,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Siphonodon,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Sloanea,1,4,FALSE,TRUE,FALSE,TRUE,TRUE
Solenogyne,1,3,TRUE,FALSE,FALSE,TRUE,TRUE
Solori,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
Sondottia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Sowerbaea,1,5,FALSE,FALSE,FALSE,TRUE,FALSE
Spartochloa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Spathia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Sphaerantia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Sphaerolobium,1,22,FALSE,FALSE,FALSE,TRUE,FALSE
Sphalmium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Sphenotoma,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Spiculaea,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Spiraeanthemum,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Spirogardnera,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Sporadanthus,1,6,TRUE,FALSE,FALSE,TRUE,TRUE
Spyridium,1,44,FALSE,FALSE,FALSE,TRUE,FALSE
Stachystemon,1,9,FALSE,FALSE,FALSE,TRUE,FALSE
Stawellia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Stenanthemum,1,29,FALSE,FALSE,FALSE,TRUE,FALSE
Stenanthera,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
Stenopetalum,1,12,FALSE,FALSE,FALSE,TRUE,FALSE
Stenostegia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Stigmatodactylus,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
Stirlingia,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Stockwellia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Stonesiella,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Storckiella,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Strangea,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Streptoglossa,1,8,FALSE,FALSE,FALSE,TRUE,FALSE
Streptothamnus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Stuartina,1,2,TRUE,FALSE,FALSE,TRUE,TRUE
Stylobasium,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Stypandra,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Styphelia,1,20,FALSE,TRUE,FALSE,TRUE,TRUE
Suaeda,1,2,TRUE,TRUE,TRUE,TRUE,TRUE
Surreya,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Swainsona,1,85,FALSE,FALSE,FALSE,TRUE,TRUE
Sylvipoa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Symonanthus,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Symphionema,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Synaphea,1,56,FALSE,FALSE,FALSE,TRUE,FALSE
Synaptantha,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Tapeinosperma,1,3,FALSE,TRUE,FALSE,TRUE,TRUE
Tapheocarpa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Taplinia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Taraxacum,1,2,TRUE,FALSE,TRUE,TRUE,TRUE
Taraxis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Taxandria,1,11,TRUE,FALSE,FALSE,TRUE,FALSE
Tecomanthe,1,2,TRUE,FALSE,FALSE,FALSE,TRUE
Telopea,1,5,TRUE,FALSE,TRUE,TRUE,FALSE
Templetonia,1,13,FALSE,FALSE,FALSE,TRUE,FALSE
Teratophyllum,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Tersonia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tetracarpaea,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tetramolopium,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Tetrapora,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Tetrardisia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tetrarrhena,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Tetrastigma,1,5,FALSE,FALSE,FALSE,TRUE,TRUE
Tetratheca,1,53,FALSE,FALSE,FALSE,TRUE,FALSE
Thaleropia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Thedachloa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Thelepogon,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Thelionema,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Thesium,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Thespidium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Thinicola,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Thiseltonia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Thomasia,1,29,FALSE,FALSE,FALSE,TRUE,FALSE
Thoracostachyum,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Threlkeldia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Thryptomene,1,47,FALSE,FALSE,FALSE,TRUE,FALSE
Thunbergia,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Thynninorchis,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
Thyridolepis,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Tietkensia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tiliacora,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Tinospora,1,3,FALSE,TRUE,TRUE,TRUE,TRUE
Townsonia,1,1,TRUE,FALSE,FALSE,FALSE,TRUE
Trachoma,1,3,FALSE,TRUE,FALSE,TRUE,TRUE
Trachystylis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tragia,1,3,FALSE,FALSE,TRUE,TRUE,TRUE
Tremandra,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Tremulina,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Trianthema,1,12,TRUE,FALSE,TRUE,TRUE,TRUE
Tribonanthes,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Tribulopis,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Trichanthodium,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Trichocline,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Trichoglottis,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Trigastrotheca,1,1,FALSE,TRUE,FALSE,FALSE,TRUE
Trigonella,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Trigonostemon,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Trihaloragis,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Trimenia,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
Triodia,1,79,FALSE,FALSE,FALSE,TRUE,TRUE
Trioncinia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Tripladenia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Triplarina,1,7,FALSE,FALSE,FALSE,TRUE,FALSE
Tripterococcus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Triptilodiscus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tristania,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Tristaniopsis,1,3,TRUE,TRUE,FALSE,TRUE,TRUE
Trithuria,1,10,TRUE,FALSE,FALSE,TRUE,TRUE
Triunia,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Trymalium,1,13,FALSE,FALSE,FALSE,TRUE,FALSE
Tyrbastes,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Ungeria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Uranthoecium,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Urodon,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Uromyrtus,1,4,FALSE,TRUE,FALSE,TRUE,TRUE
Uvedalia,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Vachellia,1,9,FALSE,FALSE,TRUE,TRUE,TRUE
Van-royena,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ventilago,1,3,FALSE,TRUE,FALSE,TRUE,TRUE
Verreauxia,1,3,FALSE,FALSE,FALSE,TRUE,FALSE
Verticordia,1,101,FALSE,FALSE,FALSE,TRUE,FALSE
Vesselowskya,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Viminaria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Vitis,1,1,TRUE,FALSE,TRUE,TRUE,TRUE
Vittadinia,1,28,TRUE,TRUE,FALSE,TRUE,TRUE
Waitzia,1,5,FALSE,FALSE,TRUE,TRUE,TRUE
Walteranthus,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Walwhalleya,1,4,FALSE,FALSE,FALSE,TRUE,FALSE
Websteria,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Wendlandia,1,5,FALSE,FALSE,FALSE,TRUE,TRUE
Westringia,1,31,TRUE,FALSE,FALSE,TRUE,FALSE
Whyanbeelia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Winifredia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Wittsteinia,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
Wollemia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Woollsia,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Wurmbea,1,28,TRUE,FALSE,TRUE,TRUE,TRUE
Xanthorrhoea,1,28,FALSE,FALSE,FALSE,TRUE,FALSE
Xanthosia,1,20,FALSE,FALSE,FALSE,TRUE,FALSE
Xerochloa,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
Xerolirion,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
Xerothamnella,1,2,FALSE,FALSE,FALSE,TRUE,FALSE
Xylomelum,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Xylopia,1,2,FALSE,TRUE,TRUE,TRUE,TRUE
Xylosma,1,4,FALSE,TRUE,FALSE,TRUE,TRUE
Yakirra,1,6,FALSE,FALSE,FALSE,TRUE,FALSE
Zaleya,1,1,FALSE,FALSE,TRUE,TRUE,TRUE
Zealandia,1,1,FALSE,TRUE,FALSE,FALSE,FALSE
Zeuxine,1,3,FALSE,TRUE,TRUE,TRUE,TRUE
Zieria,1,59,FALSE,TRUE,FALSE,TRUE,TRUE
Zygochloa,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
